id,eng_word,pl_word,score
1892,murder,morderstwo,4.86
1893,current,aktualne,5.27
1894,especially,zwłaszcza,5.21
1895,paying,płacący,4.75
1896,damages,szkody,4.13
1897,trace,śledzenie,4.19
1898,clinic,klinika,4.21
1899,ruled,orzekł,4.3
1900,precision,precyzja,4.01
1901,simpson,simpson,4.01
1902,derived,pochodny,4.29
1903,project,projekt,5.22
1904,rider,jeździec,4.02
1905,radar,radar,4.2
1906,perry,perry,4.22
1907,surgeon,chirurg,4.13
1908,yes,tak,5.5
1909,console,konsola,4.08
1910,attractive,atrakcyjny,4.53
1911,area,obszar,5.46
1912,seat,miejsce,4.82
1913,districts,okręgi,4.31
1914,mess,bałagan,4.57
1915,eleven,jedenastu,4.12
1916,returned,zwrócony,4.82
1917,rep,reprezentant,4.35
1918,stated,stwierdzono,4.74
1919,named,o nazwie,4.95
1920,fighter,myśliwiec,4.32
1921,august,sierpień,5.1
1922,home,strona główna,5.81
1923,stupid,głupi,4.94
1924,era,era,4.67
1925,maintenance,konserwacja,4.55
1926,baseball,baseball,4.54
1927,hats,czapki,4.01
1928,latest,najnowsze,4.92
1929,editing,edycja,4.27
1930,tickets,bilety,4.6
1931,ski,narty,4.13
1932,affects,wpływa,4.16
1933,twenty,dwadzieścia,4.65
1934,opened,otwarte,4.85
1935,valid,prawidłowy,4.38
1936,documents,dokumenty,4.64
1937,performances,występy,4.29
1938,pie,tort,4.19
1939,cave,jaskinia,4.2
1940,song,piosenka,5.26
1941,anne,Anne,4.32
1942,guitar,gitara,4.48
1943,dog,pies,5.1
1944,many,wiele,5.91
1945,grant,dotacja,4.67
1946,tool,narzędzie,4.56
1947,shop,sklep,4.88
1948,foster,rodzina zastępcza,4.33
1949,institution,instytucja,4.41
1950,inspector,inspektor,4.25
1951,saw,piła,5.34
1952,employed,zatrudnieni,4.42
1953,push,pchnąć,4.82
1954,hence,stąd,4.38
1955,red,czerwony,5.32
1956,sponsored,sponsorowane,4.23
1957,where,gdzie,6.0
1958,prevention,zapobieganie,4.28
1959,progress,postęp,4.78
1960,threatened,zagrożony,4.36
1961,chance,szansę,5.26
1962,occasionally,od czasu do czasu,4.39
1963,epic,epicki,4.35
1964,pose,pozycja,4.1
1965,money,pieniądze,5.64
1966,turkish,turecki,4.28
1967,safe,bezpieczny,5.07
1968,educational,edukacyjny,4.6
1969,pupils,uczniowie,4.18
1970,deny,zaprzeczyć,4.34
1971,diversity,różnorodność,4.32
1972,you,ty,6.98
1973,routine,rutyna,4.37
1974,jesus,Jezus,4.99
1975,main,główna,5.24
1976,elements,elementy,4.7
1977,unlimited,bez ograniczeń,4.1
1978,intensity,intensywność,4.14
1979,villa,willa,4.2
1980,pushing,pchanie,4.44
1981,visits,wizyty,4.3
1982,engineering,inżynieria,4.8
1983,jets,odrzutowce,4.09
1984,lock,blokada,4.51
1985,guidelines,wytyczne,4.25
1986,debt,dług,4.69
1987,immediate,bezpośredni,4.52
1988,whose,którego,5.07
1989,album,album,5.02
1990,amazing,niesamowity,5.1
1991,sector,sektor,4.66
1992,someone,ktoś,5.63
1993,bonus,premia,4.45
1994,cage,klatka,4.13
1995,fuel,paliwo,4.72
1996,unions,związki,4.24
1997,injured,zraniony,4.51
1998,palestinian,palestyński,4.11
1999,suggested,sugerowane,4.68
2000,tears,łzy,4.47
2001,wrist,nadgarstek,4.01
2002,classic,klasyczny,4.72
2003,orchestra,orkiestra,4.01
2004,history,historia,5.39
2005,factory,fabryka,4.55
2006,catch,połów,4.87
2007,belgium,Belgia,4.15
2008,meal,posiłek,4.48
2009,connect,połączyć,4.38
2010,spreading,rozprzestrzenianie się,4.19
2011,generous,hojny,4.2
2012,helmet,kask,4.02
2013,opportunities,możliwości,4.61
2014,suggesting,sugerujący,4.25
2015,companion,towarzyszenie,4.13
2016,barrel,beczka,4.17
2017,grab,chwycić,4.52
2018,institutions,instytucje,4.58
2019,kenny,kenny,4.03
2020,harvey,Harvey,4.15
2021,decide,zdecydować,4.78
2022,ownership,własność,4.4
2023,scotland,Szkocja,4.68
2024,genes,geny,4.14
2025,organ,organ,4.14
2026,porn,porno,4.5
2027,compared,porównano,4.92
2028,prizes,nagrody,4.01
2029,switch,przełącznik,4.6
2030,loud,głośny,4.53
2031,miami,miami,4.47
2032,entering,wchodzenie,4.42
2033,increasingly,coraz bardziej,4.38
2034,drives,napędza,4.28
2035,enhance,wzmocnić,4.04
2036,region,region,5.0
2037,military,wojskowe,5.2
2038,blues,blues,4.34
2039,rare,rzadki,4.77
2040,relating,związany,4.21
2041,papers,artykuły,4.61
2042,walter,Walter,4.36
2043,numbers,liczby,4.98
2044,eat,jeść,5.13
2045,iraq,Irak,4.43
2046,pays,płaci,4.26
2047,goods,towary,4.6
2048,decrease,spadek,4.17
2049,crystal,kryształ,4.4
2050,cape,przylądek,4.3
2051,deeper,głębszy,4.3
2052,bases,bazy,4.18
2053,message,wiadomość,5.0
2054,socks,skarpety,4.03
2055,entertainment,rozrywka,4.6
2056,repairs,naprawy,4.08
2057,furniture,meble,4.29
2058,percentage,procent,4.48
2059,rock,kamień,5.03
2060,each,każdy,5.69
2061,montreal,Montreal,4.07
2062,silence,cisza,4.46
2063,command,polecenie,4.7
2064,framework,framework,4.29
2065,incidents,zdarzenia,4.15
2066,bend,zakręt,4.13
2067,fifteen,piętnaście,4.14
2068,tiger,tygrys,4.3
2069,per,na,5.45
2070,elephant,słoń,4.08
2071,visitor,odwiedzający,4.01
2072,lawyers,prawnicy,4.39
2073,abroad,za granicą,4.39
2074,fee,opłata,4.51
2075,effect,skutek,5.02
2076,bacteria,bakterie,4.19
2077,heaven,niebo,4.58
2078,luck,szczęście,4.91
2079,dot,kropka,4.05
2080,determine,określić,4.63
2081,helicopter,helikopter,4.13
2082,grow,rosnąć,4.9
2083,comes,pochodzi,5.36
2084,theories,teorie,4.22
2085,giant,gigant,4.62
2086,previously,wcześniej,4.83
2087,jet,odrzutowiec,4.29
2088,posts,posty,4.65
2089,warrior,wojownik,4.16
2090,hang,wieszać,4.6
2091,express,ekspresowy,4.68
2092,regarding,dotyczący,4.67
2093,academic,akademicki,4.57
2094,chips,chips,4.21
2095,motors,silniki,4.03
2096,ministers,ministrowie,4.34
2097,ashley,ashley,4.11
2098,completing,zakończenie,4.06
2099,loop,pętla,4.29
2100,daughters,córki,4.28
2101,activities,działalność,4.91
2102,factor,czynnik,4.67
2103,knowledge,wiedza,4.96
2104,drinking,picie,4.71
2105,cool,fajny,5.15
2106,flexible,elastyczni,4.13
2107,guaranteed,gwarantowany,4.29
2108,cruise,rejs,4.22
2109,reply,odpowiedz,4.5
2110,funds,środki,4.74
2111,utility,użyteczność,4.27
2112,estimate,szacunek,4.29
2113,general,ogólny,5.47
2114,alleged,rzekomy,4.37
2115,inn,zajazd,4.07
2116,past,przeszłość,5.36
2117,locally,lokalnie,4.11
2118,mixture,mieszanka,4.18
2119,run,uruchom,5.49
2120,difficult,trudne,5.07
2121,victims,ofiary,4.56
2122,delivered,dostarczone,4.62
2123,gauge,miernik,4.02
2124,further,więcej,5.31
2125,liver,wątroba,4.18
2126,collecting,zbieranie,4.18
2127,period,okres,5.21
2128,shorts,spodenki,4.07
2129,mine,moje,5.04
2130,struck,uderzony,4.42
2131,lisa,lisa,4.29
2132,election,wybory,5.08
2133,and,i,7.41
2134,whenever,kiedy tylko,4.63
2135,drunk,pijany,4.61
2136,end,koniec,5.68
2137,consists,składa się,4.39
2138,unfortunately,niestety,4.62
2139,men,mężczyźni,5.51
2140,times,razy,5.56
2141,ace,ace,4.11
2142,haven,przystań,4.13
2143,special,specjalne,5.34
2144,calling,wezwanie,4.96
2145,responded,odpowiedział,4.26
2146,basic,podstawowy,4.89
2147,enable,umożliwić,4.3
2148,raid,nalot,4.19
2149,visa,wiza,4.13
2150,journal,czasopismo,4.77
2151,victor,Victor,4.18
2152,head,głowa,5.51
2153,female,kobieta,5.0
2154,boards,rady,4.31
2155,contractors,wykonawcy,4.01
2156,assets,aktywa,4.56
2157,russell,russell,4.33
2158,institute,instytut,4.8
2159,receiver,odbiornik,4.09
2160,stewart,stewart,4.25
2161,lap,kolano,4.18
2162,quick,szybki,4.98
2163,award,nagroda,4.88
2164,edited,edytowane,4.31
2165,scene,scena,4.97
2166,accused,oskarżony,4.46
2167,himself,siebie,5.25
2168,gravity,grawitacja,4.21
2169,sequence,sekwencja,4.35
2170,tanks,zbiorniki,4.27
2171,expanding,rozszerzający się,4.17
2172,background,tło,4.77
2173,wage,płaca,4.44
2174,productivity,produktywność,4.15
2175,provision,zapewnienie,4.14
2176,emma,Emma,4.23
2177,carbon,węgiel,4.55
2178,quotes,cytaty,4.25
2179,part,część,5.78
2180,stability,stabilność,4.31
2181,enjoyed,cieszył się,4.59
2182,breach,naruszenie,4.13
2183,protecting,ochrona,4.3
2184,structures,struktury,4.48
2185,catholic,katolicki,4.55
2186,dollar,dolar,4.59
2187,include,obejmować,5.21
2188,grip,uchwyt,4.11
2189,reliable,niezawodny,4.29
2190,triple,potrójny,4.31
2191,metropolitan,metropolitalny,4.18
2192,backing,wsparcie,4.23
2193,the,ten,7.73
2194,rapidly,szybko,4.34
2195,supporters,kibice,4.46
2196,developers,twórcy,4.22
2197,sunset,zachód słońca,4.04
2198,passage,przejście,4.27
2199,tests,testy,4.67
2200,vessel,naczynie,4.27
2201,lazy,leniwy,4.24
2202,spread,rozprzestrzenianie się,4.81
2203,population,populacja,5.01
2204,providing,zapewniając,4.72
2205,except,z wyjątkiem,5.02
2206,face,twarz,5.45
2207,trauma,trauma,4.14
2208,abilities,umiejętności,4.21
2209,angle,kąt,4.38
2210,carter,Carter,4.35
2211,ralph,ralph,4.1
2212,dance,taniec,4.93
2213,stranger,nieznajomy,4.28
2214,fence,ogrodzenie,4.21
2215,levels,poziomy,4.97
2216,convinced,przekonany,4.4
2217,brother,brat,5.11
2218,halloween,halloween,4.16
2219,communities,społeczności,4.71
2220,breeding,hodowla,4.08
2221,soap,serial,4.18
2222,sauce,sos,4.3
2223,third,trzeci,5.32
2224,imperial,imperialny,4.21
2225,please,proszę,5.66
2226,revenues,przychody,4.06
2227,historic,historyczne,4.49
2228,favour,faworyt,4.31
2229,chronic,przewlekły,4.2
2230,eligible,kwalifikujący się,4.29
2231,put,umieścić,5.66
2232,refers,odnosi się,4.25
2233,normally,zwykle,4.57
2234,document,dokument,4.5
2235,painting,obraz,4.6
2236,controlling,kontrola,4.17
2237,platinum,platyna,4.02
2238,extended,rozszerzony,4.64
2239,palm,dłoń,4.23
2240,talent,talent,4.64
2241,transport,transport,4.68
2242,point,punkt,5.54
2243,sarah,sarah,4.48
2244,pilot,pilot,4.52
2245,versions,wersje,4.35
2246,arrives,przybywa,4.11
2247,profession,zawód,4.13
2248,happening,wydarzenie,4.8
2249,deleted,usunięty,4.18
2250,rooms,pokoje,4.56
2251,materials,materiały,4.78
2252,thank,dziękuję,5.48
2253,gordon,gordon,4.37
2254,moving,przenoszenie,5.02
2255,revenge,zemsta,4.28
2256,princess,księżniczka,4.53
2257,publication,publikacja,4.45
2258,characters,postacie,4.88
2259,reserved,zarezerwowane,4.18
2260,bride,panna młoda,4.08
2261,provinces,prowincje,4.03
2262,craft,rzemiosło,4.3
2263,olive,oliwka,4.09
2264,arms,broń,4.82
2265,phd,doktorat,4.07
2266,onto,na,4.77
2267,consistently,konsekwentnie,4.24
2268,forth,czwarty,4.4
2269,organizations,organizacje,4.67
2270,mouse,mysz,4.31
2271,fox,lis,4.66
2272,guess,zgaduję,5.17
2273,kinds,rodzaje,4.51
2274,adjusted,dostosowane,4.11
2275,marathon,maraton,4.16
2276,ranges,zakresy,4.05
2277,suffer,cierpieć,4.45
2278,penalty,kara,4.45
2279,basically,w zasadzie,4.63
2280,monster,potwór,4.49
2281,cuba,kuba,4.13
2282,round,okrągły,5.14
2283,preferred,preferowany,4.35
2284,mounted,osadzone,4.26
2285,job,praca,5.5
2286,stanley,stanley,4.19
2287,semi,pół,4.51
2288,must,musi,5.68
2289,web,strona internetowa,4.74
2290,refuse,odpad,4.39
2291,obviously,oczywiście,4.8
2292,retail,handel detaliczny,4.55
2293,displayed,wyświetlone,4.18
2294,merchant,sprzedawca,4.08
2295,double,podwójny,5.01
2296,stunning,oszałamiający,4.27
2297,spider,pająk,4.25
2298,environment,środowisko,4.87
2299,fridge,lodówka,4.02
2300,sister,siostra,4.95
2301,prize,nagroda,4.59
2302,regulation,regulacje,4.38
2303,motivated,zmotywowany,4.14
2304,causing,powodując,4.53
2305,channels,kanały,4.38
2306,perception,postrzeganie,4.18
2307,other,inny,6.16
2308,loose,luźny,4.46
2309,various,różne,5.12
2310,creativity,kreatywność,4.01
2311,assess,ocenić,4.07
2312,dude,kumpel,4.81
2313,steal,kradzież,4.41
2314,trunk,kufr,4.03
2315,remarks,uwagi,4.16
2316,elderly,osoby starsze,4.15
2317,nurses,pielęgniarki,4.14
2318,binding,wiążący,4.14
2319,yorkshire,yorkshire,4.04
2320,algorithm,algorytm,4.02
2321,depression,depresja,4.56
2322,response,odpowiedź,5.03
2323,variations,odmiany,4.09
2324,alcohol,alkohol,4.61
2325,support,wsparcie,5.53
2326,trans,trans,4.41
2327,domestic,krajowy,4.69
2328,inches,cal,4.35
2329,creatures,stworzenia,4.21
2330,executive,kierowniczy,4.87
2331,sought,poszukiwany,4.49
2332,deal,umowa,5.32
2333,con,con,4.28
2334,richard,Richard,4.79
2335,gardens,ogrody,4.27
2336,understanding,zrozumienie,4.82
2337,blood,krew,5.1
2338,function,funkcja,4.78
2339,instances,przykłady,4.06
2340,regard,uwzględnienie,4.36
2341,aluminum,aluminium,4.01
2342,marine,morski,4.53
2343,emails,e-maile,4.24
2344,comparison,porównanie,4.51
2345,emperor,cesarz,4.25
2346,pair,para,4.72
2347,legend,legenda,4.44
2348,multi,wielokrotne,4.54
2349,transition,przemiana,4.46
2350,friendship,przyjaźń,4.39
2351,bed,łóżko,5.07
2352,expertise,wiedza,4.06
2353,seattle,seattle,4.39
2354,breathing,oddychanie,4.28
2355,move,przesuwać,5.35
2356,spain,Hiszpania,4.59
2357,uncle,wujek,4.45
2358,admitted,przyznane,4.49
2359,separation,separacja,4.13
2360,highlights,najważniejsze wydarzenia,4.28
2361,campus,kampus,4.51
2362,martin,martin,4.74
2363,seemed,wydawało się,4.82
2364,disagree,nie zgadzam się,4.09
2365,announce,ogłaszać,4.26
2366,harold,harold,4.03
2367,rays,promienie,4.03
2368,journalism,dziennikarstwo,4.12
2369,boss,szef,4.76
2370,discussions,dyskusje,4.28
2371,intel,Intel,4.07
2372,themes,motywy,4.19
2373,january,styczeń,5.09
2374,allied,sprzymierzeni,4.07
2375,quoted,cytowany,4.21
2376,reader,czytelnik,4.34
2377,scared,przestraszony,4.6
2378,michael,michael,5.08
2379,sheep,owca,4.19
2380,benefit,korzyść,4.82
2381,lodge,domek,4.08
2382,governing,rządzący,4.12
2383,departure,wyjazd,4.22
2384,lack,brak,4.92
2385,nasa,NASA,4.21
2386,great,świetny,5.88
2387,median,mediana,4.05
2388,recipe,przepis,4.23
2389,course,kurs,5.44
2390,margin,marża,4.27
2391,managing,zarządzanie,4.4
2392,dancing,taniec,4.5
2393,madison,madison,4.17
2394,announced,ogłoszono,4.96
2395,subscription,subskrypcja,4.06
2396,orlando,Orlando,4.04
2397,additional,dodatkowe,4.98
2398,nurse,pielęgniarka,4.4
2399,navigation,nawigacja,4.03
2400,representation,przedstawicielstwo,4.34
2401,friday,piątek,4.96
2402,sciences,nauki,4.39
2403,voted,głosowano,4.62
2404,tigers,tygrysy,4.15
2405,presence,obecność,4.73
2406,giants,giganci,4.31
2407,heat,ciepło,4.86
2408,continued,kontynuacja,4.96
2409,handed,ręczny,4.42
2410,abandoned,porzucony,4.4
2411,checks,kontrole,4.31
2412,source,źródło,5.15
2413,single,pojedynczy,5.41
2414,rates,ceny,4.88
2415,copies,kopie,4.43
2416,stood,stał,4.57
2417,cultures,kultury,4.2
2418,jonathan,jonathan,4.31
2419,travel,podróż,5.0
2420,speakers,prelegenci,4.24
2421,derek,derek,4.01
2422,jennifer,jennifer,4.19
2423,commentary,komentarz,4.19
2424,blast,wybuch,4.32
2425,chemical,chemiczny,4.57
2426,stayed,został,4.53
2427,shelf,półka,4.02
2428,sword,miecz,4.37
2429,cafe,kawiarnia,4.09
2430,hamilton,Hamilton,4.31
2431,carried,przeniesiony,4.77
2432,dishes,potrawy,4.13
2433,incredible,niesamowite,4.63
2434,such,taki,5.84
2435,bearing,noszenie,4.22
2436,cake,tort,4.53
2437,vast,rozległy,4.49
2438,explanation,wyjaśnienie,4.44
2439,contrast,kontrast,4.46
2440,afraid,boję się,4.7
2441,marked,oznaczony,4.5
2442,relatives,krewni,4.2
2443,doubt,wątpliwość,4.9
2444,required,wymagane,5.02
2445,shed,szopa,4.23
2446,myth,mit,4.08
2447,listen,słuchać,5.06
2448,heights,wysokości,4.14
2449,beer,piwo,4.7
2450,subsequent,kolejne,4.39
2451,dick,kutas,4.7
2452,planets,planety,4.05
2453,rape,gwałt,4.48
2454,efforts,wysiłki,4.77
2455,arrangements,ustalenia,4.23
2456,white,biały,5.51
2457,translation,tłumaczenie,4.39
2458,codes,kody,4.18
2459,felt,filc,5.13
2460,parliament,parlament,4.74
2461,key,klucz,5.12
2462,notes,uwagi,4.84
2463,referred,skierowane,4.61
2464,computers,komputery,4.33
2465,very,bardzo,6.0
2466,gen,gen,4.33
2467,throwing,rzucanie,4.4
2468,senators,senatorzy,4.1
2469,sees,widzi,4.59
2470,households,gospodarstwa domowe,4.13
2471,definitely,zdecydowanie,4.96
2472,editorial,redakcyjne,4.11
2473,suffering,cierpienie,4.53
2474,treatments,zabiegi,4.09
2475,teaching,nauczanie,4.72
2476,protect,chronić,4.92
2477,otherwise,w przeciwnym razie,4.88
2478,winning,zwycięski,4.98
2479,glasgow,Glasgow,4.19
2480,band,zespół,4.92
2481,flag,flaga,4.58
2482,democrat,demokrata,4.24
2483,priority,priorytet,4.41
2484,religious,religijne,4.85
2485,showed,pokazał,4.86
2486,major,główny,5.3
2487,connections,połączenia,4.32
2488,sub,pod,4.66
2489,gift,prezent,4.78
2490,shared,wspólne,4.68
2491,access,dostęp,5.05
2492,bureau,biuro,4.41
2493,though,chociaż,5.5
2494,christmas,Boże Narodzenie,4.91
2495,out,na zewnątrz,6.38
2496,speed,prędkość,5.0
2497,australian,australijski,4.93
2498,ruling,orzeczenie,4.29
2499,larger,większy,4.82
2500,populations,populacje,4.19
2501,breath,oddech,4.52
2502,tribe,plemię,4.12
2503,influence,wpływ,4.78
2504,entry,wpis,4.67
2505,shoes,buty,4.67
2506,sell,sprzedać,4.98
2507,nevertheless,mimo to,4.25
2508,engage,zaangażować,4.36
2509,cover,pokrycie,5.08
2510,developing,rozwijające się,4.66
2511,regardless,niezależnie od,4.48
2512,until,aż do,5.61
2513,trigger,wyzwalacz,4.25
2514,shine,blask,4.17
2515,johnson,johnson,4.72
2516,championships,mistrzostwa,4.03
2517,problem,problem,5.4
2518,arizona,arizona,4.38
2519,returns,zwroty,4.6
2520,counter,licznik,4.56
2521,accept,akceptować,4.85
2522,rising,wznoszący się,4.52
2523,personal,osobiste,5.2
2524,previous,poprzedni,5.0
2525,crowd,tłum,4.7
2526,rate,ocena,5.14
2527,explore,odkrywać,4.31
2528,repeated,powtarzający się,4.28
2529,stops,przystanki,4.4
2530,worlds,świat,4.23
2531,getting,uzyskiwanie,5.57
2532,ladder,drabina,4.03
2533,babies,dzieci,4.45
2534,beautiful,piękny,5.22
2535,shooting,strzelanie,4.78
2536,feeling,uczucie,5.13
2537,wanted,poszukiwany,5.36
2538,finished,zakończone,4.94
2539,password,hasło,4.06
2540,identified,zidentyfikowany,4.63
2541,amount,kwota,5.13
2542,maps,mapy,4.42
2543,agreements,umowy,4.12
2544,trap,trap,4.33
2545,thunder,grzmot,4.14
2546,activated,aktywowany,4.01
2547,japanese,japoński,4.81
2548,seo,SEO,4.01
2549,delayed,opóźniony,4.2
2550,television,telewizja,4.79
2551,featured,polecane,4.44
2552,approximately,około,4.64
2553,maine,maine,4.16
2554,copyright,prawa autorskie,4.24
2555,public,publiczne,5.57
2556,today,dzisiaj,5.55
2557,reach,zasięg,4.94
2558,lot,dużo,5.61
2559,distance,odległość,4.85
2560,between,między,5.77
2561,egypt,Egipt,4.45
2562,extensive,obszerny,4.49
2563,partners,partnerzy,4.56
2564,jury,jury,4.49
2565,ago,temu,5.42
2566,suffered,cierpiał,4.52
2567,oxygen,tlen,4.25
2568,surgery,operacja,4.63
2569,african,afrykański,4.82
2570,shaw,szal,4.08
2571,hitting,uderzanie,4.46
2572,arts,sztuka,4.7
2573,schedule,harmonogram,4.67
2574,interactions,interakcje,4.16
2575,weekends,weekendy,4.05
2576,lion,lw,4.25
2577,did,zrobił,5.96
2578,addiction,uzależnienie,4.14
2579,democracy,demokracja,4.51
2580,italian,włoski,4.66
2581,funded,finansowany,4.29
2582,guilty,winny,4.61
2583,record,zapis,5.21
2584,literature,literatura,4.62
2585,gallery,galeria,4.49
2586,blacks,czarni,4.15
2587,constantly,nieustannie,4.53
2588,window,okno,4.8
2589,movements,ruchy,4.35
2590,six,sześć,5.29
2591,tourism,turystyka,4.28
2592,bridges,mosty,4.1
2593,amongst,wśród,4.31
2594,fought,walczył,4.49
2595,office,biuro,5.4
2596,neighbor,sąsiad,4.11
2597,computing,informatyka,4.07
2598,families,rodziny,4.94
2599,suspension,zawieszenie,4.24
2600,reputation,reputacja,4.47
2601,realized,zrealizowany,4.59
2602,objective,cel,4.36
2603,translated,przetłumaczony,4.15
2604,difference,różnica,5.01
2605,simple,proste,5.08
2606,hurt,zranić,4.94
2607,arrest,areszt,4.55
2608,believe,wierzyć,5.51
2609,dangerous,niebezpieczny,4.79
2610,bacon,boczek,4.15
2611,clean,czysty,4.97
2612,greg,greg,4.23
2613,stopping,zatrzymywanie,4.29
2614,rejected,odrzucony,4.37
2615,trash,śmieci,4.42
2616,tires,opony,4.03
2617,buffalo,bizon,4.14
2618,comfortable,wygodny,4.66
2619,fred,Fred,4.21
2620,folks,ludzie,4.59
2621,reflection,odbicie,4.17
2622,aging,starzenie się,4.04
2623,rio,rio,4.35
2624,liability,odpowiedzialność,4.16
2625,figure,wykres,5.07
2626,jamie,jamie,4.17
2627,fitting,dopasowanie,4.1
2628,candidate,kandydat,4.66
2629,movie,film,5.16
2630,economic,gospodarcze,5.1
2631,administration,administracja,4.93
2632,concern,obawa,4.66
2633,wake,budzić,4.76
2634,retired,emerytowany,4.44
2635,west,zachód,5.29
2636,airport,lotnisko,4.84
2637,international,międzynarodowy,5.36
2638,moreover,ponadto,4.16
2639,intimate,intymny,4.06
2640,issued,wydany,4.73
2641,position,stanowisko,5.21
2642,distinct,wyraźny,4.29
2643,ferry,prom,4.02
2644,publishing,wydawnictwo,4.37
2645,peaceful,spokojny,4.28
2646,nathan,Nathan,4.13
2647,cop,policjant,4.37
2648,blame,winić,4.63
2649,reporting,sprawozdawczość,4.54
2650,machinery,maszyny,4.02
2651,entirely,całkowicie,4.72
2652,norway,Norwegia,4.15
2653,constructed,zbudowane,4.29
2654,clinical,kliniczny,4.51
2655,atlanta,Atlanta,4.37
2656,tea,herbata,4.73
2657,firms,firmy,4.38
2658,accomplish,osiągnąć,4.05
2659,preference,preferencje,4.11
2660,recommendations,zalecenia,4.29
2661,aim,cel,4.51
2662,personnel,personel,4.56
2663,shops,sklepy,4.34
2664,riding,jazda,4.49
2665,promote,promować,4.56
2666,microsoft,Microsoft,4.36
2667,sleeping,sen,4.56
2668,limitations,ograniczenia,4.05
2669,yourself,sam,5.31
2670,authors,autorzy,4.49
2671,golden,złoty,4.67
2672,sun,słońce,4.97
2673,filling,wypełnianie,4.19
2674,yeah,tak,5.37
2675,invite,zaproszenie,4.3
2676,treaty,traktat,4.31
2677,switzerland,Szwajcaria,4.23
2678,broadway,Broadway,4.08
2679,plane,samolot,4.72
2680,broke,zepsuł,4.85
2681,moments,momenty,4.62
2682,peoples,ludzie,4.26
2683,speeds,prędkości,4.05
2684,reporter,reporter,4.35
2685,implementation,wdrożenie,4.31
2686,views,widoki,4.83
2687,serves,służy,4.39
2688,ought,powinien,4.35
2689,agent,agent,4.81
2690,pastor,pastor,4.08
2691,wrestling,zapasy,4.14
2692,german,niemiecki,4.95
2693,itself,sam,5.1
2694,fate,los,4.36
2695,governments,rządy,4.45
2696,examples,przykłady,4.63
2697,instantly,natychmiast,4.23
2698,coalition,koalicja,4.23
2699,walk,spacer,5.08
2700,medicine,medycyna,4.73
2701,poverty,ubóstwo,4.46
2702,pepper,pieprz,4.14
2703,measured,zmierzone,4.25
2704,parking,parking,4.47
2705,sustained,utrzymywane,4.19
2706,improving,poprawa,4.37
2707,karen,karen,4.09
2708,quit,zrezygnować,4.54
2709,genetic,genetyczne,4.34
2710,reserve,rezerwa,4.6
2711,leads,prowadzi,4.65
2712,pics,zdjęcia,4.16
2713,completed,zakończone,4.77
2714,four,cztery,5.53
2715,count,liczba,4.83
2716,woman,kobieta,5.35
2717,wilson,wilson,4.53
2718,willing,chętny,4.72
2719,consensus,konsensus,4.1
2720,met,spotkał,5.09
2721,juice,sok,4.36
2722,tim,Tim,4.51
2723,foul,faul,4.05
2724,competitors,konkurenci,4.11
2725,newcastle,Newcastle,4.07
2726,language,język,5.1
2727,coal,węgiel,4.49
2728,pictures,zdjęcia,4.92
2729,believes,uważa,4.43
2730,ears,uszy,4.36
2731,explains,wyjaśnia,4.42
2732,legislature,ustawodawstwo,4.16
2733,romance,romans,4.32
2734,standard,standard,5.03
2735,going,idzie,5.94
2736,shortly,wkrótce,4.47
2737,later,później,5.49
2738,viewed,oglądane,4.31
2739,clouds,chmury,4.16
2740,bucks,pieniądze,4.19
2741,david,david,5.13
2742,giving,dając,5.15
2743,crossing,przejście,4.33
2744,consider,rozważyć,4.99
2745,receiving,odbiór,4.59
2746,nail,gwoździe,4.21
2747,december,grudzień,5.07
2748,returning,powrót,4.49
2749,theater,teatr,4.35
2750,promoted,awansowany,4.15
2751,pop,pop,4.87
2752,fans,fani,5.03
2753,starring,w rolach głównych,4.08
2754,died,zmarł,5.2
2755,independently,niezależnie,4.06
2756,sacrifice,poświęcenie,4.29
2757,dynamic,dynamiczny,4.31
2758,transformation,transformacja,4.21
2759,tent,namiot,4.05
2760,verse,wers,4.18
2761,oxford,oxford,4.38
2762,worry,zmartwienie,4.84
2763,lawyer,prawnik,4.67
2764,ken,ken,4.21
2765,chambers,komory,4.06
2766,belief,przekonanie,4.46
2767,interface,interfejs,4.12
2768,district,okręg,5.04
2769,agreed,zgodzono się,4.84
2770,summit,szczyt,4.3
2771,mean,średnia,5.53
2772,solution,rozwiązanie,4.84
2773,turn,zwrot,5.32
2774,information,informacje,5.43
2775,connecticut,Connecticut,4.11
2776,montana,Montana,4.05
2777,consulting,doradztwo,4.06
2778,apparent,widoczny,4.32
2779,reject,odrzucić,4.03
2780,anybody,ktokolwiek,4.56
2781,exam,egzamin,4.26
2782,biology,biologia,4.22
2783,decided,zdecydowali,5.09
2784,resulting,wynikający,4.48
2785,alpha,alfa,4.25
2786,create,tworzyć,5.02
2787,conclusion,wniosek,4.4
2788,instant,natychmiastowy,4.34
2789,equivalent,równoważny,4.5
2790,presentation,prezentacja,4.31
2791,assists,pomaga,4.03
2792,delta,delta,4.12
2793,tricks,sztuczki,4.15
2794,frames,ramki,4.01
2795,restrictions,ograniczenia,4.31
2796,rob,Rob,4.35
2797,makers,twórcy,4.16
2798,greatly,bardzo,4.33
2799,soup,zupa,4.15
2800,fish,ryby,4.9
2801,frequently,często,4.56
2802,surprising,zaskakujący,4.28
2803,reflect,odzwierciedlać,4.39
2804,strictly,ściśle,4.16
